Division,Calendar_Week,Paid_Views,Organic_Views,Google_Impressions,Email_Impressions,Facebook_Impressions,Affiliate_Impressions,Overall_Views,Sales
N,2/2/2019,8927,3103,372,826305.1625,339873,34587,11985,167234
N,2/9/2019,11379,3314,880,830154.4449,191304,33627,14222,153612
N,2/16/2019,16156,5779,385,1060871.39,212760,34637,21271,223133
N,2/23/2019,5547,3832,110,697249.5886,85857,27492,9874,178311
N,3/2/2019,763,4922,734,956532.6308,41341,30149,4754,155503
N,3/9/2019,872,4372,275,891918.644,60627,30539,3548,142644
N,3/16/2019,964,5184,801,820726.8766,216232,49100,5542,176843
N,3/23/2019,365,8587,936,819516.4198,264397,31592,9337,190655
N,3/30/2019,321,9435,568,1006498.791,287779,33562,9481,177133
N,4/6/2019,3930,10912,564,842380.4202,91578,24764,13867,138652
N,4/13/2019,4907,9289,67,817810.0014,184987,30916,13453,142113
N,4/20/2019,7220,10492,378,888523.3626,240869,21160,17774,179878
N,4/27/2019,10354,7990,747,1031824.838,199645,22831,18225,171109
N,5/4/2019,13406,8394,860,735316.4937,135781,16391,21961,176154
N,5/11/2019,14942,11903,551,603798.7982,183148,16762,25740,190313
N,5/18/2019,17150,14467,588,712865.9499,287356,16541,30911,133618
N,5/25/2019,17560,12207,218,692870.9821,307356,15200,28099,159241
N,6/1/2019,21150,15126,47,606281.2908,110403,14675,35101,157139
N,6/8/2019,75710,18059,987,563829.6666,237662,21933,93084,134609
N,6/15/2019,52244,20853,11,605465.4958,243035,25859,71729,179685
N,6/22/2019,27360,21397,746,729062.207,261876,17082,48669,163525
N,6/29/2019,29599,20186,557,749233.3695,191203,16812,49092,139194
N,7/6/2019,26207,19762,306,698896.5661,134443,23656,45651,147673
N,7/13/2019,24416,33137,483,441334.9126,345209,27206,57069,246455
N,7/20/2019,23417,46798,516,930020.6726,177445,23606,69507,178301
N,7/27/2019,30348,37436,189,588507.7099,226807,25413,67690,126047
N,8/3/2019,54496,46072,401,463569.5082,105540,17651,99258,156965
N,8/10/2019,32234,50789,668,567479.1244,152059,19583,82736,122461
N,8/17/2019,32765,48995,260,618677.3888,212373,19162,81489,159635
N,8/24/2019,32582,34529,603,613990.0716,147189,18553,66932,247466
N,8/31/2019,31022,21621,22,666819.915,137263,17513,52345,187634
N,9/7/2019,32816,17998,665,831716.3063,308772,13001,50199,196245
N,9/14/2019,30186,13332,319,1057709.108,267930,15162,43178,213285
N,9/21/2019,31022,12519,459,1072648.262,479802,14106,43281,154846
N,9/28/2019,37231,16654,848,634203.0423,1358564,16890,52696,172222
N,10/5/2019,11061,19151,605,916790.1719,400475,15567,29455,315631
N,10/12/2019,8473,11923,355,976936.3709,433360,15365,19472,283370
N,10/19/2019,14253,11670,215,870012.8997,408544,16601,25715,391153
N,10/26/2019,12562,12039,640,855146.0006,335612,27112,24324,316379
N,11/2/2019,14483,14683,855,782563.7483,375844,13654,28491,298608
N,11/9/2019,14385,20256,408,1259311.91,633878,13642,34586,580262
N,11/16/2019,15036,28927,17,1625878.651,914068,12493,43807,569522
N,11/23/2019,10858,25232,561,881080.2692,1714383,13911,36100,713169
N,11/30/2019,11111,18316,902,1623994.283,949573,12596,28576,1022234
N,12/7/2019,10651,17018,374,1488314.536,1041733,14029,28219,1034773
N,12/14/2019,10708,18755,413,889497.7673,959730,11309,28928,657677
N,12/21/2019,9017,16631,200,900343.2315,390177,9861,25261,424554
N,12/28/2019,10251,19925,171,615818.6037,180034,15246,29670,222860
N,1/4/2020,35660,22465,457,710379.7248,156178,11653,58626,239133
N,1/11/2020,10030,26315,846,944135.5182,221444,15562,36070,174766
N,1/18/2020,23209,24516,476,894264.8021,258821,17034,46828,206752
N,1/25/2020,29267,24249,563,739127.7776,193444,15907,52840,150583
N,2/1/2020,34830,28704,772,2305324.387,79940,17096,63779,153048
N,2/8/2020,34056,29750,196,844088.3756,249093,12490,63695,158608
N,2/15/2020,31287,34763,156,668421.0044,481407,13916,66040,260588
N,2/22/2020,26607,34809,205,961642.0369,464484,16254,60866,243116
N,2/29/2020,23149,30151,864,693177.6695,202042,14813,52813,187886
O,1/6/2018,185,222,669,1440437.389,230891,63602,582,195068
O,1/13/2018,726,16,105,2085198.712,42377,56199,752,196842
O,1/20/2018,177,45,538,1768411.967,130524,73848,555,195278
O,1/27/2018,841,972,985,1720272.337,236205,53148,613,240968
O,2/3/2018,878,793,950,1681485.404,128555,44817,949,205462
O,2/10/2018,710,837,791,1788852.271,114054,63340,993,209637
O,2/17/2018,748,126,190,2611121.783,344850,55977,386,279012
O,2/24/2018,456,162,625,2285321.741,29,48442,7,316939
O,3/3/2018,560,318,73,1741802.567,39334,48319,597,272712
O,3/10/2018,729,215,873,1942470.72,274375,50042,582,286119
O,3/17/2018,511,676,636,1915437.388,36498,56679,525,286257
O,3/24/2018,382,262,855,1746890.924,210103,60013,573,264739
O,3/31/2018,887,750,204,1759517.761,107080,56187,577,224711
O,4/7/2018,727,761,613137,1725799.171,318202,46846,99,195571
O,4/14/2018,350,469,1062374,2089284.165,162488,48532,146,230955
O,4/21/2018,642,460,993607,1696046.395,117682,58661,872,257929
O,4/28/2018,913,558,1066129,1949057.234,72496,43134,854,235010
O,5/5/2018,211,701,1217273,1644701.974,125438,41114,802,239662
O,5/12/2018,675,907,1657820,1430276.179,90315,49910,585,250611
O,5/19/2018,509,661,1567620,1558983.222,15480,43865,43,234210
O,5/26/2018,494,352,1582291,1883194.98,45491,51328,1000,214700
O,6/2/2018,280,490,1229100,1376562.634,145144,56991,826,266295
O,6/9/2018,191,587,1108793,1546647.868,215192,49068,792,241359
O,6/16/2018,264,404,1003314,1393158.153,114041,48728,434,244779
O,6/23/2018,752,391,1074141,1625236.445,79414,57886,186,180996
O,6/30/2018,246,176,1279040,1530724.612,101817,58007,240,250731
O,7/7/2018,390,870,1703782,1334532.571,88884,56882,704,186323
O,7/14/2018,748,395,2004728,1908025.185,347452,65541,824,287071
O,7/21/2018,4,280,1631564,1449271.766,321885,58572,773,372675
O,7/28/2018,889,219,1657437,1513278.666,227458,57676,645,267838
O,8/4/2018,826,404,1545023,1179816.348,265244,59469,465,266303
O,8/11/2018,368,265,1629364,1470527.853,326301,47376,549,227706
O,8/18/2018,912,356,2345692,1702887.73,474950,45687,959,287074
O,8/25/2018,135,291,2467547,1724904.54,857931,52875,201,351723
O,9/1/2018,693,478,2538610,1365667.67,718688,44074,418,265806
O,9/8/2018,484,694,2476877,1431602.174,762482,37947,304,227785
O,9/15/2018,532,858,2848767,1392022.528,662329,32980,611,288336
O,9/22/2018,164,263,2720117,1348331.923,631875,25213,445,288617
O,9/29/2018,40,39,3570847,1189584.538,595350,32419,612,321555
O,10/6/2018,212,2268,3380809,1092911.247,283050,29275,3021,360457
O,10/13/2018,360,5417,2623754,1082839.614,310647,27833,5369,373481
O,10/20/2018,896,6030,3525426,1065454.081,293318,26328,5985,406373
O,10/27/2018,272,5550,3349221,1127534.132,306897,23638,6323,413655
O,11/3/2018,953,6462,3499719,1105460.98,474744,23750,5901,473251
O,11/10/2018,10,16333,5937394,2293866.888,664159,26561,16563,702473
O,11/17/2018,345,13819,8488828,2252755.884,830665,19976,13088,814560
O,11/24/2018,3584,7770,10116282,2292428.939,1748536,21877,10078,1282688
O,12/1/2018,5122,5384,6676427,2833834.715,376532,27093,10253,982547
O,12/8/2018,52775,5113,3267084,1752822.07,221020,26664,57476,691634
O,12/15/2018,46855,7485,2395955,1455292.875,428681,18056,54102,781954
O,12/22/2018,27750,7425,2054579,1419647.79,147451,18955,35645,478601
O,12/29/2018,27061,7749,2072912,2001276.011,107989,29330,33742,215837
O,1/5/2019,17946,7127,1933682,1998602.782,42325,32658,24736,240793
O,1/12/2019,25284,7863,1782482,1497562.101,100808,46548,33272,194152
O,1/19/2019,27213,6133,1953254,1879475.647,232503,52189,32741,250417
O,1/26/2019,27038,7491,1885465,1530140.2,824696,56606,33892,255379
O,2/2/2019,18145,6469,2171864,1471922.62,654210,52618,24039,270290
O,2/9/2019,23948,6185,1858872,1477828.875,366454,50033,29953,259119
O,2/16/2019,36242,10146,1428041,1889083.037,368816,48736,46155,362005
O,2/23/2019,13463,8217,1536410,1240808.716,145735,44895,21728,293559
O,3/2/2019,167,8503,2218263,1702922.417,73913,43857,7879,265207
O,3/9/2019,35,7851,2185390,1589163.414,110181,45318,8418,230146
O,3/16/2019,104,11220,2207153,1460765.954,482711,61013,10808,294054
O,3/23/2019,667,18360,2760216,1459489.444,584441,45512,17482,321997
O,3/30/2019,317,20264,1771461,1791160.279,602365,50130,20484,273942
O,4/6/2019,8913,20991,1894855,1500184.896,175446,37288,29542,256543
O,4/13/2019,10489,19570,2743885,1456227.591,333981,42107,29768,247087
O,4/20/2019,16662,21779,2625498,1581535.536,420634,32358,38110,303692
O,4/27/2019,23663,17913,2150833,1836685.811,333040,34770,40359,342947
O,5/4/2019,31493,18486,2604862,1309708.519,233684,25977,49666,266618
O,5/11/2019,36190,24655,2307259,1075534.583,306617,27180,60042,290680
O,5/18/2019,41402,29957,1788742,1269305.757,492019,23598,70190,202851
O,5/25/2019,40707,24894,2555330,1234289.992,546238,23993,65495,244085
O,6/1/2019,51865,30903,2387643,1079618.622,181999,24950,81624,254929
O,6/8/2019,200144,42011,2166105,1003027.224,411041,30316,241896,219228
O,6/15/2019,135283,44529,1566252,1078688.299,442270,33483,179792,276361
O,6/22/2019,66983,42329,1031657,1297286.011,454330,30259,109028,289031
O,6/29/2019,74446,42241,1869096,1334723.771,316516,34900,115777,235397
O,7/6/2019,65649,41773,2441068,1244338.315,223006,54738,106580,231903
O,7/13/2019,60076,68083,2884911,785655.0944,582914,54646,128030,331668
O,7/20/2019,55495,90351,2438157,1655849.278,307864,39103,144762,283098
O,7/27/2019,77767,73103,2512297,1048425.739,405722,35551,149979,218124
O,8/3/2019,130894,90063,1242392,824723.9686,180207,27211,220514,261381
O,8/10/2019,75274,99889,1476947,1009507.526,285687,29511,174667,212553
O,8/17/2019,75649,97155,1787530,1101282.432,378263,28713,172320,268061
O,8/24/2019,76329,69674,2367602,1093665.129,260689,34406,145127,383742
O,8/31/2019,72267,40735,1723821,1186919.235,255072,26630,113410,302124
O,9/7/2019,77286,34075,2344067,1480394.732,550197,22558,110532,339971
O,9/14/2019,72436,25210,1399053,1883267.804,498819,25898,97600,343878
O,9/21/2019,72063,24476,1427870,1910129.598,915680,23010,96235,252280
O,9/28/2019,87144,33127,2723287,1129101.896,2877078,28644,119605,274705
O,10/5/2019,26112,41588,3020392,1633115.156,724639,25130,67242,512992
O,10/12/2019,21987,27113,2541891,1739536.154,798080,24305,47596,474067
O,10/19/2019,35862,28259,2318611,1549054.528,739841,31239,62707,452004
O,10/26/2019,31095,26687,4459523,1522041.542,573111,25441,57360,381046
O,11/2/2019,34180,32293,5252093,1393765.292,667317,24260,65409,373078
O,11/9/2019,32990,40521,10141086,2241716.592,1100788,22282,73148,697537
O,11/16/2019,37103,59531,10735172,2895714.823,1868190,22597,96602,771037
O,11/23/2019,24059,52209,9110638,1569102.57,3463154,22092,75868,778140
O,11/30/2019,25444,37043,10645783,2891134.865,1889717,32027,62504,1414458
O,12/7/2019,25030,34473,4957247,2650752.165,1995300,35835,59206,1472586
O,12/14/2019,24718,38180,1794615,1583826.294,1879345,19755,62655,1009199
O,12/21/2019,21955,32573,1400046,1602797.865,908687,16146,53950,655924
O,12/28/2019,27162,40129,2574929,1096047.714,329175,22800,66599,370502
O,1/4/2020,91660,46927,1303360,1264959.856,283557,20345,138420,377327
O,1/11/2020,25731,54676,1170475,1680077.47,411971,25428,80907,290329
O,1/18/2020,55653,49756,1382462,1591697.684,522123,26103,105131,302789
O,1/25/2020,69526,49174,2301878,1316342.351,404846,25684,119054,248209
O,2/1/2020,84267,56717,2616351,4106322.861,158521,26292,140350,243933
O,2/8/2020,79379,61428,2686324,1503218.651,516137,21167,141097,261584
O,2/15/2020,73312,75101,1973543,1189130.17,912486,23493,148445,430355
O,2/22/2020,64240,76310,1998520,1711780.454,1018314,28307,139111,386540
O,2/29/2020,49720,60330,1907306,1233603.428,423742,24256,109443,314972
P,1/6/2018,479,128,845,583774.9932,92867,31918,189,67635
P,1/13/2018,785,719,815,844625.2705,16691,33545,940,96133
P,1/20/2018,297,687,748,716229.0048,45615,40734,887,91509
P,1/27/2018,332,251,248,697108.5658,79537,27488,427,81009
P,2/3/2018,12,639,181,681499.6192,47910,25314,869,83766
P,2/10/2018,165,452,637,724899.7088,46023,28797,221,73332
P,2/17/2018,6,906,392,1058002.774,124308,32807,660,106171
P,2/24/2018,72,88,806,925490.9671,625,24714,60,112742
P,3/3/2018,363,727,575,705625.4589,11129,29714,546,108682
P,3/10/2018,641,249,184,786950.4703,79005,30730,752,101336
P,3/17/2018,368,119,841,775748.7725,11549,31544,165,110680
P,3/24/2018,82,661,927,707843.2215,74377,33374,144,110051
P,3/31/2018,605,172,376,712878.573,43055,33787,310,79897
P,4/7/2018,576,678,204713,699055.3157,87602,27380,672,73585
P,4/14/2018,209,400,355497,846837.4449,63269,27405,821,79120
P,4/21/2018,733,31,326710,686825.8804,45759,32343,887,91111
P,4/28/2018,47,96,356628,789341.9878,28457,24609,795,83443
P,5/5/2018,689,595,409284,666385.0163,54982,21030,767,93888
P,5/12/2018,534,48,528185,579232.1369,44848,25462,459,100435
P,5/19/2018,63,408,512766,631832.7069,5895,23485,249,75507
P,5/26/2018,583,736,515036,762482.5039,16873,26781,445,80435
P,6/2/2018,221,78,399621,558023.7948,55446,26822,146,83027
P,6/9/2018,261,209,355637,626924.6717,84948,21740,766,87246
P,6/16/2018,306,113,321196,564212.7013,44648,23125,588,81040
P,6/23/2018,986,177,345789,658653.397,29489,27508,461,61272
P,6/30/2018,110,477,405673,620658.6763,38328,25737,242,98648
P,7/7/2018,159,927,579696,540187.1006,30780,26190,881,65013
P,7/14/2018,896,268,654550,773160.5571,123195,31027,254,86059
P,7/21/2018,878,275,550297,587002.3126,108024,27906,977,124571
P,7/28/2018,648,392,555865,612599.3906,69880,27433,246,73713
P,8/4/2018,420,563,529436,478241.5301,79550,25436,921,77668
P,8/11/2018,256,693,577048,596236.2576,98948,22707,806,75270
P,8/18/2018,624,139,841103,690033.7389,157628,23807,168,93039
P,8/25/2018,493,705,866702,699394.6359,296539,27977,299,103608
P,9/1/2018,602,377,905125,553481.2425,232061,22042,715,89595
P,9/8/2018,255,955,863889,579864.3373,251242,20311,477,79080
P,9/15/2018,695,227,951236,563803.6898,205380,15967,51,101707
P,9/22/2018,763,909,921318,546600.865,214139,9943,151,101231
P,9/29/2018,233,297,1160959,481783.5451,201437,12282,97,98904
P,10/6/2018,265,466,1093613,442351.4612,93417,11313,883,115063
P,10/13/2018,655,1195,861964,438569.2653,110034,12537,1352,143780
P,10/20/2018,369,953,1129903,431883.5072,99772,12141,1412,187322
P,10/27/2018,415,1426,1049835,456530.6764,102019,10816,884,117485
P,11/3/2018,73,1248,1061180,447580.3393,158134,10287,1229,186760
P,11/10/2018,405,3541,1874690,929800.0236,241236,10785,3763,269303
P,11/17/2018,454,2392,2783706,912697.5735,308680,8812,2295,286936
P,11/24/2018,610,1082,3169180,928444.7173,629816,9613,1003,423636
P,12/1/2018,984,1389,2089180,1147692.409,129673,11566,1173,365644
P,12/8/2018,12467,3434,954875,709894.6944,63956,11822,15187,277438
P,12/15/2018,10204,3506,714138,589614.2736,121071,8111,13734,292881
P,12/22/2018,3334,2983,634430,575784.9879,52458,8960,6121,171420
P,12/29/2018,3481,2950,676789,810920.1665,32317,12842,5367,80022
P,1/5/2019,2293,2225,642316,809822.754,13080,12952,3395,89386
P,1/12/2019,4734,2156,574167,606728.8437,35791,21260,5862,96651
P,1/19/2019,4616,1883,623478,761890.3422,83589,23720,6736,93568
P,1/26/2019,4430,2504,590656,620114.9677,271610,24217,6647,91227
P,2/2/2019,3912,1499,687562,595785.0996,189651,23493,4456,89222
P,2/9/2019,4821,2058,621525,599399.1263,102061,23044,5274,86813
P,2/16/2019,6263,3107,486133,765330.8982,127374,21504,8958,131154
P,2/23/2019,2054,2506,497498,503132.2448,53302,18092,3988,108898
P,3/2/2019,769,2032,737324,689482.2695,27830,19055,1450,112143
P,3/9/2019,183,1412,744769,643280.112,40338,18770,984,105137
P,3/16/2019,96,1435,746310,591719.7353,81302,27883,1675,104765
P,3/23/2019,681,4042,924729,591562.1311,111037,20333,3637,111904
P,3/30/2019,840,4542,579040,725592.3497,144623,21994,5024,98301
P,4/6/2019,1078,6237,607165,608404.1139,57326,16596,7324,87756
P,4/13/2019,1745,5509,905382,589875.164,115144,16950,6229,81797
P,4/20/2019,2741,6455,906321,641187.2819,158645,13941,7913,98594
P,4/27/2019,3076,4938,719671,743912.6352,141137,15596,7253,106718
P,5/4/2019,3652,5977,862313,530776.1289,93276,10542,8952,105670
P,5/11/2019,4933,7195,775310,435686.0821,121807,11665,11570,92519
P,5/18/2019,6230,7620,603362,514835.6173,181673,12233,13125,77191
P,5/25/2019,6163,6457,829062,500298.8398,202534,9927,12812,89355
P,6/1/2019,7521,7927,781321,437521.5438,68417,9600,15380,93068
P,6/8/2019,45140,12929,691599,406358.8487,156710,11502,57964,89045
P,6/15/2019,29992,12795,521005,436763.7963,174311,14725,41655,98479
P,6/22/2019,11315,11894,340909,525739.7633,160723,10989,23791,120319
P,6/29/2019,12941,11447,607819,541185.6237,99906,9896,22854,87732
P,7/6/2019,10524,11882,815280,504435.5746,85269,9202,21639,80036
P,7/13/2019,10314,18480,969742,318378.9845,217428,14452,28498,120898
P,7/20/2019,8609,26998,824449,670708.3031,117657,14704,35533,87217
P,7/27/2019,14136,22087,840671,424965.2106,146948,11072,35828,69762
P,8/3/2019,31818,26707,408793,334809.3746,62623,10570,57654,85306
P,8/10/2019,14496,32637,512502,408844.9319,86689,11026,45734,65984
P,8/17/2019,14395,29917,620270,446078.7124,128027,14972,43866,96926
P,8/24/2019,15431,20821,727967,443046.0954,93330,12024,35978,134138
P,8/31/2019,14936,12414,488126,480994.9962,90599,11391,27258,99164
P,9/7/2019,15174,11848,800326,599811.1238,219033,7981,26231,109667
P,9/14/2019,14322,9370,465367,762848.7399,197333,9483,22480,121920
P,9/21/2019,14072,8581,479699,774151.5235,324147,9279,22107,87621
P,9/28/2019,18160,10664,904392,457860.3339,954887,9866,27840,92634
P,10/5/2019,5070,10760,1015641,661790.0721,251222,9979,15586,159517
P,10/12/2019,4605,6052,814698,705036.6465,288236,8473,10648,144252
P,10/19/2019,6625,7728,754080,627233.4666,254275,10218,13690,151854
P,10/26/2019,5140,8780,1443474,616189.2215,231214,10603,12947,142600
P,11/2/2019,4539,9982,1722016,565202.7772,244863,8478,14686,152883
P,11/9/2019,5273,12839,3424369,908712.4286,421533,9325,16978,276413
P,11/16/2019,5266,18708,3817730,1173186.905,683792,8818,23424,259830
P,11/23/2019,2808,15344,3206828,635969.196,1392990,10692,18454,283680
P,11/30/2019,3583,11421,3608775,1171205.618,793045,9524,13647,499724
P,12/7/2019,3243,10796,1644377,1073836.805,860075,9936,13403,527011
P,12/14/2019,3814,10344,572459,641460.7417,801309,6884,14020,390260
P,12/21/2019,2709,9243,439896,649376.2468,370536,6921,12547,255356
P,12/28/2019,3172,11817,890443,444428.528,127493,10814,13817,141548
P,1/4/2020,17948,13408,439588,512470.9965,103418,9303,30276,137433
P,1/11/2020,4168,15796,400891,680850.6671,147143,11343,19634,102801
P,1/18/2020,8087,16724,472279,644701.818,170733,11336,24654,121625
P,1/25/2020,11757,16210,809327,533594.0876,134951,11577,27522,99000
P,2/1/2020,14075,19641,899152,1663251.786,50648,10572,32833,87633
P,2/8/2020,12475,19641,938791,608950.0271,188877,17917,31888,105378
P,2/15/2020,11972,21796,698233,481588.7265,354191,11973,33519,169963
P,2/22/2020,9981,21922,681970,693531.8814,353430,10775,31718,136343
P,2/29/2020,8549,17833,647585,499999.2349,180094,9425,24745,120290
Q,1/6/2018,189,740,888,647195.5485,148616,41530,348,102692
Q,1/13/2018,762,631,359,936078.6228,27617,34784,419,102975
Q,1/20/2018,673,473,768,793897.4898,73760,50431,317,91349
Q,1/27/2018,128,175,484,772111.6229,128125,34810,280,107117
Q,2/3/2018,620,244,572,754273.1554,75916,27730,741,100727
Q,2/10/2018,856,679,162,802731.6823,75359,32999,531,84427
Q,2/17/2018,182,23,885,1171812.413,180665,32186,359,130678
Q,2/24/2018,889,373,99,1025699.491,813,23496,3,126423
Q,3/3/2018,338,685,512,782195.9075,20027,29223,383,112471
Q,3/10/2018,309,713,606,871969.2647,108005,30412,927,113117
Q,3/17/2018,548,707,727,859656.5424,13619,37878,392,122625
Q,3/24/2018,329,967,516,784370.3767,110548,41795,668,114714
Q,3/31/2018,532,722,614,789679.3836,72324,37194,284,99234
Q,4/7/2018,581,363,228222,774525.4048,130158,29817,150,76846
Q,4/14/2018,980,146,392324,937136.7851,93592,29848,909,96365
Q,4/21/2018,714,145,372988,761014.1956,67305,34580,849,100277
Q,4/28/2018,328,594,377619,874357.5529,43128,24262,532,95907
Q,5/5/2018,947,306,413310,738368.5313,82178,24566,643,96211
Q,5/12/2018,821,533,572045,642172.5022,77649,33987,4,95560
Q,5/19/2018,345,366,549262,700327.9513,8587,27632,315,91144
Q,5/26/2018,753,129,519046,845342.9834,25682,29783,361,92504
Q,6/2/2018,624,697,426873,617939.9778,84318,35960,68,89211
Q,6/9/2018,367,739,399301,693872.4004,136499,29413,175,84525
Q,6/16/2018,198,999,381699,624926.0369,71823,29911,222,101129
Q,6/23/2018,898,202,408441,728982.8305,47020,34266,663,77598
Q,6/30/2018,905,450,467180,687217.6907,61840,35574,266,97487
Q,7/7/2018,555,542,645216,598767.9246,51231,35482,688,74448
Q,7/14/2018,451,911,758971,856391.9847,184263,38721,522,101771
Q,7/21/2018,512,857,597427,650969.8719,158755,36761,497,134919
Q,7/28/2018,893,712,606505,678743.3375,100736,29354,649,93750
Q,8/4/2018,907,321,569800,529924.8167,111947,30275,712,82731
Q,8/11/2018,521,757,615729,660396.598,141332,24773,39,82480
Q,8/18/2018,654,522,903857,764034.2963,236025,28028,441,111609
Q,8/25/2018,269,723,915589,774636.6962,439482,33347,930,120869
Q,9/1/2018,943,833,1019009,612692.2551,340246,27198,894,102197
Q,9/8/2018,714,904,918706,643275.8258,407684,25248,128,115391
Q,9/15/2018,598,880,1013644,624520.434,307624,20045,839,117568
Q,9/22/2018,656,492,958299,605528.1769,334323,13888,177,113269
Q,9/29/2018,120,696,1103238,534175.4015,309503,17400,78,139182
Q,10/6/2018,906,1529,1036112,490571.7729,140313,14059,1653,139650
Q,10/13/2018,180,2641,948306,486082.3011,176864,14884,2763,152792
Q,10/20/2018,644,2891,1291300,478663.9615,157755,15001,3074,164056
Q,10/27/2018,421,2557,1151402,505970.203,159950,12577,2377,153185
Q,11/3/2018,772,3221,1167913,496267.7525,241738,13111,2542,192111
Q,11/10/2018,29,7455,2077302,1029534.187,341108,14194,7509,310919
Q,11/17/2018,866,4831,3281448,1010844.973,510616,10037,4767,349937
Q,11/24/2018,855,2858,3734429,1028658.667,1005215,12325,3609,561412
Q,12/1/2018,1563,2129,2464701,1272041.701,185341,15928,3839,427539
Q,12/8/2018,25743,2564,1163129,787182.3396,90247,15176,27327,289306
Q,12/15/2018,21237,4164,798745,652740.3513,169711,10694,24884,306159
Q,12/22/2018,9433,3919,718406,637288.3639,78631,12081,12816,162804
Q,12/29/2018,9026,4281,768953,898443.1028,45353,19841,11850,86032
Q,1/5/2019,5813,3747,716960,896576.4123,18221,18741,9895,112399
Q,1/12/2019,10077,3308,655187,672074.9752,55115,28847,12501,92404
Q,1/19/2019,10906,2981,712423,843926.2995,131259,30910,13630,127024
Q,1/26/2019,11238,3548,701982,686619.4186,439882,34623,14893,104664
Q,2/2/2019,7145,3469,766926,660315.4972,309921,31230,9459,108813
Q,2/9/2019,9069,3025,653537,663092.7974,155530,31911,11894,93293
Q,2/16/2019,12875,4679,505841,847349.9749,183804,29829,17356,161584
Q,2/23/2019,5479,4307,532677,556849.4702,72476,26373,9199,129446
Q,3/2/2019,497,3602,805804,764655.6159,39812,28873,3535,117053
Q,3/9/2019,277,3723,810152,713123.0011,57684,29850,3750,113318
Q,3/16/2019,288,4891,809161,655526.0828,120528,37593,4817,133608
Q,3/23/2019,443,7690,1013175,655528.7598,168934,29049,7075,106475
Q,3/30/2019,746,9872,633449,804160.1709,217303,33545,9606,120876
Q,4/6/2019,2851,10157,690701,673301.5582,89564,22225,12328,113044
Q,4/13/2019,3185,9182,981105,653955.6911,171948,22320,12286,101756
Q,4/20/2019,5413,9602,951479,709746.4894,250250,18740,14948,130237
Q,4/27/2019,7339,7148,777313,824403.9078,234412,19661,14306,122301
Q,5/4/2019,11482,7647,915803,587531.9692,141371,13557,17828,131231
Q,5/11/2019,12064,9546,799123,482975.356,184293,15215,21305,112708
Q,5/18/2019,14497,12736,659718,569722.0727,269651,14262,27396,101689
Q,5/25/2019,15383,10738,908007,554156.5452,310799,14067,25514,117655
Q,6/1/2019,18908,13015,862672,484823.6678,102648,13709,31387,103387
Q,6/8/2019,81659,20911,812456,450158.1881,243783,17077,102363,91162
Q,6/15/2019,53345,21524,576069,484377.1048,290302,20202,74248,132010
Q,6/22/2019,23833,18354,367618,581993.5393,249320,15381,42216,116050
Q,6/29/2019,25923,17409,728310,598498.1281,145311,13196,42684,99349
Q,7/6/2019,23085,17705,912807,558901.4936,135953,14754,40306,88783
Q,7/13/2019,22202,29571,1104134,352852.1551,333315,22176,51159,131529
Q,7/20/2019,21850,42029,871063,743263.2468,186805,19412,63751,132658
Q,7/27/2019,31505,32960,877353,471008.4914,231787,16095,63966,81619
Q,8/3/2019,59816,41574,422521,370145.9537,86898,13308,101208,112657
Q,8/10/2019,29645,47531,503160,453213.5746,119805,16685,77273,77340
Q,8/17/2019,31198,44165,599464,494211.4554,180239,20159,75199,112641
Q,8/24/2019,31088,31730,830649,490938.0236,132747,16743,61717,176049
Q,8/31/2019,29040,18307,607483,533030.1494,136906,15434,47511,126725
Q,9/7/2019,32139,16451,802440,664685.4887,334380,11680,48084,146184
Q,9/14/2019,30602,12581,489141,845142.2691,301713,13425,43239,146340
Q,9/21/2019,30979,11989,484390,857461.3359,481071,14378,42837,109964
Q,9/28/2019,37742,16706,902141,507499.3543,1370504,13593,53196,125637
Q,10/5/2019,9806,21380,985455,733012.3158,371125,12262,30729,198438
Q,10/12/2019,8609,13099,807567,780465.6817,430856,13911,21480,190717
Q,10/19/2019,14169,12660,744875,694805.8744,355231,14800,27023,193580
Q,10/26/2019,12694,12106,1497090,683213.9382,339809,13304,24794,161972
Q,11/2/2019,13414,14827,1916410,625814.6768,354242,13449,28061,169251
Q,11/9/2019,13493,19891,4050589,1006757.902,604660,12132,32303,331450
Q,11/16/2019,14423,28693,4312875,1299994.754,1056560,12086,42972,332978
Q,11/23/2019,9403,25160,3685401,704443.7214,2162565,11448,34260,347955
Q,11/30/2019,11179,19475,3939590,1297476.784,1233528,12009,29703,685315
Q,12/7/2019,10177,17227,1684258,1189519.398,1254253,13304,25997,590918
Q,12/14/2019,10427,18703,562066,710503.0682,1227325,10014,27994,436613
Q,12/21/2019,8462,16395,458221,719258.4158,594778,10021,24140,276619
Q,12/28/2019,9466,18805,950568,491783.6574,183923,17119,27227,172134
Q,1/4/2020,33640,23036,475370,567582.8763,159133,13151,55980,198366
Q,1/11/2020,12051,28945,449553,754450.2499,227848,15624,39701,130794
Q,1/18/2020,23943,28010,510759,714788.9644,259617,17195,51537,161249
Q,1/25/2020,30086,26348,906240,591514.2316,220089,16733,56035,123422
Q,2/1/2020,35235,30325,987705,1842081.657,73767,14613,65436,117694
Q,2/8/2020,33181,33429,1013689,674430.8722,318513,11206,65811,118888
